000875,建信稳定得利债券A
000876,建信稳定得利债券C
000877,华泰柏瑞量化优选混合
000878,中海医药健康产业精选混合A
000879,中海医药健康产业精选混合C
000880,富国研究精选灵活配置混合
000884,民生加银优选股票
000885,广发全球农业指数美元现汇
000886,北信瑞丰无限互联主题灵活配置
000887,上投摩根稳进回报混合
000889,上投摩根纯债添利债券A
000890,上投摩根纯债添利债券C
000892,九泰天宝灵活配置混合A
000893,工银创新动力股票
000896,鑫元聚鑫收益增强债A
000897,鑫元聚鑫收益增强债C
000898,华富恒稳纯债债券A
000899,华富恒稳纯债债券C
000909,鑫元合丰分级债券
000910,鑫元合丰纯债C
000911,鑫元合丰纯债A
000913,农银医疗保健股票
000914,中加纯债债券
000915,中加纯债分级债券B
000916,前海开源股息率100强股票
000924,宝盈先进制造混合A
000925,汇添富外延增长主题股票
000926,中信建投睿信灵活配置混合A
000928,中融国企改革混合
000929,博时黄金D
000930,博时黄金I
000931,国寿安保尊益信用纯债债券
000932,前海开源睿远稳健增利混合A
000933,前海开源睿远稳健增利混合C
000935,浙商汇金转型成长
000936,博时产业新动力混合A
000937,华商稳固添利债券A
000938,华商稳固添利债券C
000939,中银研究精选灵活配置混合
000940,富国中小盘精选混合
000942,广发信息技术联接A
000943,工银中高等级信用债债券A
000944,工银中高等级信用债债券B
000945,华夏医疗健康混合A
000946,华夏医疗健康混合C
000947,德邦纯债债券A
000948,华夏沪港通恒生ETF联接A
000950,易方达沪深300非银联接A
000951,中银慧享中短利率债债券A
000952,中银慧享中短利率债债券B
000953,国泰睿吉灵活配置混合A
000954,国泰睿吉灵活配置混合C
000955,南方产业活力
000958,东吴鼎元A
000959,东吴鼎元C
000960,招商医药健康产业股票
000961,天弘沪深300ETF联接A
000962,天弘中证500ETF联接A
000963,兴业多策略混合
000965,汇丰晋信新动力混合
000966,中邮核心科技创新灵活配置混合
000967,华泰柏瑞创新动力混合
000968,广发养老指数A
000969,前海开源大安全混合
000971,诺安新经济股票
000972,新华万银策略灵活配置混合
000973,新华增盈回报债券
000974,安信消费医药股票
000975,MSCI中国A股国际通联接A
000976,长城新兴产业混合
000977,长城环保主题混合
000978,景顺长城量化精选股票
000979,景顺长城沪港深精选股票
000984,民生加银新收益债券A
000985,嘉实逆向策略股票
000986,太平灵活配置
000987,民生加银新收益债券C
000991,工银战略转型股票
000993,华宝稳健回报混合
000994,建信睿盈灵活配置混合A
000995,建信睿盈灵活配置混合C
000996,中银新动力股票
000997,南方双元A
000998,南方双元C
001000,中欧明睿新起点混合
001001,华夏债券A/B
001003,华夏债券C
001004,新华稳健回报混合发起式
001005,中海合鑫混合
001007,国联安鑫安灵活配置混合
001008,工银国企改革股票
001009,上投摩根安全战略股票
001011,华夏希望债券A
001013,华夏希望债券C
001014,中融融安混合
001015,华夏沪深300指数增强A
001016,华夏沪深300指数增强C
001017,泰达改革动力混合A
001018,易方达新经济混合
001019,兴业年年利定开债
001020,诺安裕鑫收益定开债
001021,华夏亚债中国指数A
001023,华夏亚债中国指数C
001027,前海开源中证大农业指数增强
001028,华安物联网主题股票
001029,国投瑞银新动力混合
001030,天弘云端生活优选
001031,华夏安康债券A
001033,华夏安康债券C
001034,华富旺财保本混合
001036,嘉实企业变革股票
001037,国投瑞银锐意改革混合
001039,嘉实先进制造股票
001040,新华策略精选股票
001042,华夏领先股票
001043,工银美丽城镇股票
001044,嘉实新消费股票
001045,华夏可转债增强债券A
001047,光大国企改革股票
001048,富国新兴产业股票
001050,汇添富成长多因子量化策略股票
001051,华夏上证50ETF联接A
001052,华夏中证500ETF联接A
001053,南方创新经济
001054,工银新金融股票
001055,博时产业债纯债债券A
001056,北信瑞丰健康生活
001057,华夏理财30天债券A
001058,华夏理财30天债券B
001059,中金绝对收益
001060,前海开源高端装备制造混合
001064,广发中证环保ETF联接A
001067,鹏华弘盛混合A
001068,华融新锐灵活配置混合
001069,华泰柏瑞消费成长混合
001070,建信信息产业股票
001071,华安媒体互联网混合
001072,华安智能装备主题股票
001073,华泰柏瑞量化绝对收益混合
001074,华泰柏瑞量化驱动混合A
001075,宝盈转型动力混合
001076,易方达改革红利混合
001086,华富恒利债券A
001087,华富恒利债券C
001088,华宝国策导向混合
001097,华泰柏瑞积极优选股票
001102,前海开源国家比较优势混合
001103,前海开源工业革命4.0混合
001104,华安新丝路主题股票
001105,信达澳银转型创新股票
001106,华商健康生活混合
001110,中欧瑾泉灵活配置混合A
001111,中欧瑾泉灵活配置混合C
001112,东方红中国优势混合
001113,南方大数据100A
001115,广发聚安混合A
001116,广发聚安混合C
001117,中欧精选定期开放混合A
001118,华宝事件驱动混合
001119,国投瑞银新回报混合
001120,东方睿鑫热点挖掘混合A
001121,东方睿鑫热点挖掘混合C
001122,鹏华弘利混合A
001123,鹏华弘利混合C
001124,融通增强收益债券C
001125,博时互联网主题灵活配置混合
001126,上投摩根卓越制造股票
001127,中银宏观策略混合
001128,宝盈新兴产业混合
001133,广发中证全指可选消费联接A
001135,益民品质升级混合
001136,易方达裕如混合
001137,国投瑞银岁丰利债券A
001138,国投瑞银岁丰利债券C
001139,华安新动力灵活配置混合
001140,工银总回报灵活配置混合
001141,泰达宏利创盈混合A
001142,泰达宏利创盈混合B
001143,华商量化进取混合
001144,大成互联网思维混合
001146,中欧瑾源灵活配置混合A
001147,中欧瑾源灵活配置混合C
001148,申万菱信多策略灵活配置混合A
001149,汇丰晋信恒生龙头指数C
001150,融通互联网传媒灵活配置混合
001152,融通新区域新经济灵活配置混合
001154,北信瑞丰平安中国
001156,申万菱信新能源汽车混合
001157,国联安睿祺灵活配置混合
001158,工银新材料新能源股票
001159,大成景秀灵活配置混合A
001160,东方永润债券A
001161,东方永润债券C
001162,前海开源优势蓝筹股票A
001163,银华中国梦30股票
001164,中欧琪和灵活配置混合A
001165,中欧琪和灵活配置混合C
001166,建信环保产业股票
001167,金鹰科技创新股票
001168,国投瑞银优选收益混合
001169,国投瑞银新价值混合
001170,泰达宏利复兴混合
001171,工银养老产业股票
001172,鹏华弘泽混合A
001173,中欧瑾和灵活配置混合A
001174,中欧瑾和灵活配置混合C
001178,前海开源再融资股票
001179,德邦大健康灵活配置混合
001180,广发医药卫生联接A
001181,南方改革机遇
001182,易方达安心回馈混合
001183,南方利淘A
001184,易方达新常态灵活配置混合
001185,安信动态策略混合A
001186,富国文体健康股票A
001188,鹏华改革红利股票
001189,广发聚宝混合A
001190,鹏华弘润混合A
001191,鹏华弘润混合C
001192,上投摩根整合驱动混合
001193,中金消费升级
001194,景顺长城稳健回报混合A
001195,工银农业产业股票
001196,东方鼎新灵活配置混合A
001197,长盛转型升级主题灵活配置混合
001198,东方惠新灵活配置混合A
001199,创金合信聚利债券A
001200,创金合信聚利债券C
001201,申万菱信安鑫回报混合A
001202,东方红领先精选混合
001203,东方红稳健精选混合A
001204,东方红稳健精选混合C
001206,广发聚惠混合A
001207,广发聚惠混合C
001208,诺安低碳经济股票A
001209,前海开源一带一路混合A
001210,天弘互联网混合
001212,华润元大稳健债券A
001213,华润元大稳健债券C
001214,华泰柏瑞中证500ETF联接A
001215,博时沪港深优质企业基金A
001216,易方达新收益混合A
001217,易方达新收益混合C
001218,国投瑞银精选收益混合
001219,上投摩根动态多因子混合
001220,民生加银研究精选混合
001221,国联安鑫富混合A
001222,鹏华外延成长混合
